fs,qe
21.9243118,0.980379231
20.6054,0.948293499
22.6031332,0.973532238
22.6899074,0.999678383
20.9052785,0.975670592
23.45624515,1.024488276
21.5872842,1.004194912
19.60239311,0.984178791
21.97475,1.030948558
21.11474316,1.022675263
23.118493,1.065453621
25.8448,1.01515
25.3351977,1.062242367
26.0052288,1.148733992
25.43751908,1.110546093
27.8463407,1.149814918
23.9205,1.162984737
23.6247904,1.15494433
23.46804286,1.1207
23.947193,1.172477085
26.776424,1.207452368
27.03325,1.203897037
27.6769454,1.216795
28.53882817,1.286080875
27.00465,1.272728922
28.37182944,1.316905746
35.91810292,1.360363097
27.442149,1.259174508
26.5331,1.291640728
38.53262339,1.3784415
33.2982646,1.308552469
34.2794707,1.361564793
37.4655004,1.442422351
37.07620215,1.362495064
29.80902778,1.312691404
41.07196879,1.403616774
40.76441145,1.396533673
39.48546157,1.790306433
45.77869,1.550006588
43.93712332,1.74057375
44.70708267,2.014246667
44.53513385,1.795264583
43.87820699,1.601538248
18.65841204,0.981889008
42.78563693,3.503801637
42.67895484,4.316921849
58.11620769,1.771198421
38.83388333,1.437292676
33.45844012,1.038765893
30.918484,1.423897692
26.6021238,1.218500387
8.651857453,0.502852842
12.03735773,0.507122185
15.42285801,0.511391529
18.80835829,0.515660872
20.12053453,0.497149957
108.3126916,3.047295045
68.14604531,1.078591102
11.19335732,0.161315902
7.277946643,0.156371686
9.936307897,1.194618474
12.01972711,0.189641682
10.74956357,0.213853006
11.44530324,0.50428172
56.63790228,4.602707762
29.82012012,0.893114191
46.44508664,1.436232322
55.19049884,1.485637099
34.0602,1.704093235
46.74167593,1.352955868
29.56916682,0.931464388
18.4854974,0.622248154
14.6986498,0.514487667
13.5865142,0.493282948
14.399,0.554513605
15.25875,0.513209639
13.3484785,0.537466893
13.1418048,0.538160712
13.8865022,0.485693359
15.0425716,0.602929881
17.4713524,0.751131145
17.467433,0.718820184
15.22985495,0.6333021
15.04435,0.62182451
15.5499716,0.634575172
15.1498311,0.636805653
15.635162,0.64231921
14.6038,0.634051353
15.254169,0.676375857
15.3418142,0.704165319
16.6996,0.727492538
15.0944,0.751210621
15.0177618,0.757057536
18.7480453,0.824993689
14.5962594,0.751911172
17.0935502,0.826489489
15.63823681,0.793965605
14.6468048,0.762717372
14.2037048,0.761630464
17.54670133,0.85014105
16.6479405,0.803045089
15.2501048,0.784549359
15.8500524,0.805061516
16.91925,0.820086805
15.647731,0.836153068
15.6001453,0.805589767
15.6604142,0.812073936
18.56905,0.926411538
18.4486522,0.855353054
19.4875501,0.895321915
32.79977658,1.877968421
19.90455,0.901579386
18.002469,0.83432429
19.0976904,0.927231243
18.6926,0.891245106
19.85695,0.887098018
21.0969286,0.926851953
19.4996453,0.939478163
19.6543904,0.928250466
19.35225,0.924373135
21.2529428,1.023695167
20.6090453,0.998956501
19.6022,0.963171341
20.6973,0.96389312
21.48567812,0.996140877
20.4496357,1.010679561
20.752231,0.993696413
19.197131,0.943859438
18.1577498,0.940177337
20.1544048,0.980335319
22.0537453,1.051812012
39.03350153,1.29181218
23.26100979,1.031840962
24.692,1.091833077
24.2040096,1.034857347
28.5895406,1.122300292
22.9993904,1.082615325
24.8916096,1.111479067
22.8918691,1.072240262
24.05165,1.07696
25.23954765,1.148212979
25.2553787,1.157939735
25.3481476,1.131489691
26.042031,1.157231065
25.9966,1.18389
27.33896075,1.202643397
27.5008096,1.148092274
26.81856406,1.128303263
30.31594882,1.332742166
31.03002206,1.179163528
33.16275018,1.291319691
32.34992659,1.239745893
35.1332145,1.313484982
28.4641215,1.110496491
38.54552927,1.406806915
40.32813176,1.210068125
40.53041765,1.334510445
36.04264795,1.288633913
49.66617294,1.537857991
52.12748804,2.941421724
59.86353413,2.853933191
43.95030841,1.515035
51.29658537,1.624546957
36.25395385,2.66638875
54.13624889,2.998868125
54.84732263,4.661606512
75.0004,2.899931129
75.0004,0.168418226
33.45844012,1.103887119
30.918484,0.838030701
26.6021238,1.312615745
21.32306179,0.392800197
32.32306179,0.762531306
67.45794503,3.043208112
52.86766574,0.752731306
21.32306179,0.373200197
11.84246031,0.393982463
18.09299408,0.574836892
31.23717237,0.498961522
23.40974243,0.739419492
81.44987935,1.065696373
24.06994309,0.533746292
12.18982808,0.38545059
8.180874445,0.420027744
11.12249799,0.547504542
12.51196106,0.610913893
15.59694812,0.6616681
12.0348108,0.626129435
16.85058319,0.584964244
14.83028489,0.566551789
17.79431119,0.827871528
9.686745,0.524812918
8.45935,0.490024708
8.401305,0.515393213
8.801085367,0.531745809
8.53995932,0.547188382
8.40377182,0.545224
9.045899759,0.556154781
9.24317863,0.577238385
9.18900774,0.575914529
8.70765177,0.586116
9.50165988,0.596125761
10.3322265,0.626788231
10.3836407,0.626416216
11.57095,0.645584
11.2652,0.657009207
10.071175,0.641387581
11.2894497,0.676279426
11.0399576,0.666984225
12.035415,0.707336166
11.4912288,0.716813942
12.4788598,0.727320082
11.48291,0.722443704
12.48374925,0.763245934
13.2891098,0.792699343
12.0304359,0.762421366
14.22055,0.808142653
12.0331334,0.801214423
12.02775,0.793135118
12.1939785,0.810857026
14.1916714,0.825116395
13.410338,0.847559913
13.09508252,0.81574142
14.2350493,0.873367668
13.9965144,0.868402832
13.0489,0.84594277
13.4007476,0.862188076
13.4912096,0.849040901
17.22722242,0.935290765
15.85415,0.951598217
16.18995,0.948166144
15.3159,0.954258462
16.8470952,1.00899
15.3134714,0.956903469
16.689819,1.00606617
16.5924096,0.968154497
17.3989908,0.969884558
18.5515353,1.02498
16.6129646,1.020353166
17.8927453,1.025714548
17.6925142,1.05383
19.14305,1.084497811
19.6765,1.07907
17.66885,1.087711965
20.4552309,1.136524
19.3953,1.128769942
19.93333596,1.14663
18.2043499,1.109021416
17.1018357,1.083335167
19.0693358,1.12885189
19.3832284,1.111569828
21.84773618,1.228267857
22.21509743,1.181946438
22.04625,1.197260406
22.3868,1.22472691
23.9941804,1.221307171
20.90305,1.214275802
22.7771881,1.250582886
20.7954499,1.21544117
21.1458595,1.23678
22.2341974,1.233704321
22.5483856,1.271679467
23.646762,1.318854781
23.3076402,1.306682915
37.86050462,1.473163395
28.3462945,1.364028525
23.7205071,1.280798698
24.4254,1.34117515
40.48402727,1.453154938
27.50606092,1.343498016
33.04720723,1.452667249
41.82310372,1.48609942
29.88810082,1.37297232
27.83870489,1.307384793
29.33939509,1.310217671
32.47049501,1.41463
48.47348588,1.658372647
43.96630214,1.46318
40.07328289,1.275552557
64.79715659,1.842952093
40.24122484,1.257295525
30.62869706,1.2296019
27.82721713,1.034906299
53.3581051,2.475957742
59.14281468,3.48047
59.91141613,2.740998
41.1261375,2.097516667
41.88759341,3.030419545
26.46411948,1.084897712
39.86050702,2.006937368
61.70544444,2.59024093
26.67363321,0.738718079
30.146928,0.759374536
33.62022279,0.780030994
37.09351757,0.800687451
40.56681236,0.821343908
44.04010715,0.842000366
47.51340194,0.862656823
28.18342882,0.490441234
41.3994,0.860401709
35.13001839,0.581124491
23.56590484,0.518284006
14.36481469,0.490827868
11.17233439,0.512489366
15.8385316,0.708649787
13.7109906,0.633863798
13.21143138,0.459248014
13.80545113,0.454137695
20.59145506,0.5194556
15.7783436,0.567452165
13.49127846,0.56270667
11.17015258,0.496586012
11.55566462,0.507552423
10.3027,0.51014031
9.94306,0.468566476
10.29315,0.517036831
10.598,0.532051393
11.643038,0.536616715
11.0103524,0.55840105
12.9262664,0.572874188
13.8592258,0.594499333
12.9314451,0.564557314
11.94345964,0.567876249
12.33415,0.598941633
12.1512858,0.623238367
13.1773572,0.628426799
11.6464406,0.64353507
11.697538,0.622858234
14.8033838,0.657710733
12.6576833,0.667596725
11.87700709,0.66995869
13.83455,0.704671482
12.3988691,0.70004263
11.447919,0.699709092
11.9872026,0.68061004
12.0964288,0.739486135
14.0391882,0.751022431
13.0510858,0.746245935
13.2893047,0.747067164
12.4044,0.76452
15.122428,0.774558947
14.50253875,0.811453647
13.592825,0.821669231
14.12452975,0.800953032
13.4206485,0.815599605
16.45778753,0.88603213
21.01961075,0.884539446
15.4799535,0.851965701
17.425357,0.891503254
17.12052975,0.910574048
17.178076,0.950539279
16.8787,0.897237006
16.806775,0.877722337
17.5381275,0.944759962
19.98743142,0.946799446
19.4229,0.927241796
17.339393,0.895075831
19.10392793,0.923476521
19.39892878,0.925195403
19.69392963,0.926914285
19.98893048,0.928633167
20.28393133,0.930352049
20.57893218,0.932070932
20.87393303,0.933789814
21.16893388,0.935508696
20.40169701,1.059123385
18.65582325,1.019388307
20.261093,1.013535745
16.9389,0.993110188
18.334303,1.015807101
19.980986,1.075303492
22.872625,1.107975479
21.689262,1.101987407
22.2769535,1.179782593
21.4103,1.155632194
26.0739765,1.183434286
20.49924824,1.175244315
60.81262879,1.576851429
25.20531621,1.181300288
24.261735,1.151105539
23.41242788,1.162039444
32.710875,1.251311123
42.435297,1.395123817
53.81637955,1.507947907
58.60335,1.744186667
47.09883275,1.34367871
29.0075,1.245673103
30.428125,1.312701293
82.58989337,1.673346364
33.88167839,1.208764218
31.63060115,1.211431333
29.23608925,1.0794424
25.91120381,1.129456914
25.1209929,1.170998146
25.46599061,1.222396239
33.8831358,1.300884815
33.52533533,1.338490117
53.94910316,1.622062776
53.59754422,1.550248889
30.29070897,1.146525405
41.10534271,2.13938
59.45874822,3.194423824
48.98090175,1.289573889
68.43948943,2.507216239
64.5400285,3.000978679
55.6857952,5.157400323
49.956097,5.721803704
45.073597,5.555175309
40.191097,5.388546914
35.308597,5.221918519
30.426097,5.055290123
9.202798988,0.701019429
10.46471361,0.637842639
11.72662824,0.574665849
12.98854286,0.51148906
14.25045749,0.44831227
14.65513419,0.268871617
18.48876257,0.49678906
17.17896344,0.43361227
24.58485118,0.598425932
31.41461834,0.778814675
67.95,1.141551916
25.0017,0.578341665
13.95585393,0.513199754
16.49367946,0.550637306
15.12948747,0.642817009
18.14238576,0.734697284
15.3767274,0.698756947
20.14761398,0.723361997
18.19375106,0.77438494
16.19023391,0.621781428
12.2660026,0.510185
13.5432944,0.575492163
11.8555453,0.513853085
11.06715,0.510179115
11.3053,0.536440038
11.7509453,0.546194656
12.3035906,0.572957949
12.94479,0.547874034
12.9392882,0.516939859
12.7665528,0.536048878
13.7531094,0.566470831
14.2916025,0.576667015
14.4371,0.566612394
12.7677405,0.520417695
12.712619,0.537703227
12.5159218,0.541172729
12.6626,0.470554859
10.9740524,0.420553461
11.1102048,0.42274891
14.25615235,0.42721273
12.6652,0.371441308
12.5006666,0.416826265
14.253419,0.559173732
12.3147284,0.593482933
12.312769,0.566670195
12.5108096,0.607750959
15.3548716,0.698084169
15.2087,0.698115102
14.80577481,0.722599
14.35361439,0.725641032
17.0323624,0.808973761
17.2021,0.827776064
16.2947096,0.843479534
17.5004288,0.813344869
16.4471976,0.838278776
19.8952595,0.907867335
18.2333,0.885812034
19.2481549,0.944195481
19.08377602,0.949785793
22.1695332,1.018560496
20.800781,0.993309873
20.84825,0.978529184
21.0002808,0.999596822
24.95750639,1.013892219
23.5537,1.013062275
22.19859281,0.995062012
22.0978314,1.01391312
22.79915924,1.01436
24.4033927,1.090814877
22.1911642,1.022522653
21.4528952,1.00527931
21.8253382,1.048122162
22.6580786,1.058383935
21.9111931,1.043914516
23.25876164,1.003749162
19.4576096,0.922765556
20.31714995,1.037926109
21.88185,1.054840612
23.16757882,1.060847599
28.382417,1.147107838
24.0515,1.069223806
25.0345737,1.11491414
25.5856096,1.175936093
25.98547133,1.198360593
26.3931716,1.182374483
26.26395,1.244788644
24.8393428,1.231846479
23.9490976,1.186133846
25.1598716,1.19868
28.3834071,1.283113061
30.77225,1.272477854
29.0567022,1.296843061
32.29827892,1.350930458
28.3169,1.280299831
30.30632088,1.330311398
39.11181564,1.481064704
41.91365439,1.495466731
30.66035,1.295927493
31.80180245,1.276116262
44.38927108,1.507748814
25.4431668,1.15817277
24.45706555,1.209
28.94842245,1.408016977
34.94903232,1.271666173
28.36218178,1.204023032
24.39205,1.142759231
41.85124459,1.542523208
39.15854211,1.197429691
41.126875,1.412097204
47.00568444,1.565355794
50.53115631,2.129101515
46.40767118,1.788987895
46.44843391,1.861008485
46.3730837,1.817175106
19.76957308,0.80205791
36.98879718,4.181383906
42.75155,5.801293636
51.96023117,1.392762818
31.45761205,0.991012533
25.6636547,0.924093951
